fdcId,database,subCategory
168081,sr_legacy,Restaurant Foods
168082,sr_legacy,Restaurant Foods
168083,sr_legacy,Restaurant Foods
168084,sr_legacy,Restaurant Foods
168085,sr_legacy,Restaurant Foods
168086,sr_legacy,Restaurant Foods
168087,sr_legacy,Restaurant Foods
168088,sr_legacy,Sweets
168089,sr_legacy,Dairy and Egg Products
168090,sr_legacy,Baby Foods
168091,sr_legacy,Baby Foods
168092,sr_legacy,Sausages and Luncheon Meats
168093,sr_legacy,Fats and Oils
168094,sr_legacy,Fats and Oils
168095,sr_legacy,Snacks
168096,sr_legacy,Fats and Oils
168097,sr_legacy,Dairy and Egg Products
168098,sr_legacy,Dairy and Egg Products
168099,sr_legacy,Fats and Oils
168100,sr_legacy,Fats and Oils
168101,sr_legacy,Sausages and Luncheon Meats
168102,sr_legacy,Sweets
168103,sr_legacy,Sweets
168104,sr_legacy,Sweets
168105,sr_legacy,Sweets
168106,sr_legacy,Legumes and Legume Products
168107,sr_legacy,Snacks
168108,sr_legacy,Sweets
168109,sr_legacy,Fats and Oils
168110,sr_legacy,Pork Products
168111,sr_legacy,Pork Products
168112,sr_legacy,Fats and Oils
168113,sr_legacy,Sweets
168114,sr_legacy,Dairy and Egg Products
168115,sr_legacy,Fats and Oils
168116,sr_legacy,Snacks
168117,sr_legacy,Fruits and Fruit Juices
168118,sr_legacy,Sausages and Luncheon Meats
168119,sr_legacy,Vegetables and Vegetable Products
168120,sr_legacy,Poultry Products
168121,sr_legacy,Dairy and Egg Products
168122,sr_legacy,Beverages
168123,sr_legacy,Beverages
168124,sr_legacy,Dairy and Egg Products
168125,sr_legacy,Baby Foods
168126,sr_legacy,Baked Products
168127,sr_legacy,Snacks
168128,sr_legacy,Legumes and Legume Products
168129,sr_legacy,Finfish and Shellfish Products
168130,sr_legacy,Sweets
168131,sr_legacy,Sausages and Luncheon Meats
168132,sr_legacy,Sweets
168133,sr_legacy,Baby Foods
168134,sr_legacy,Baby Foods
168135,sr_legacy,Baby Foods
168136,sr_legacy,Sweets
168137,sr_legacy,Snacks
168138,sr_legacy,Breakfast Cereals
168139,sr_legacy,Snacks
168140,sr_legacy,Baby Foods
168141,sr_legacy,Dairy and Egg Products
168142,sr_legacy,Sweets
168143,sr_legacy,Sweets
168144,sr_legacy,Baby Foods
168145,sr_legacy,Sweets
168146,sr_legacy,Sweets
168147,sr_legacy,Cereal Grains and Pasta
168148,sr_legacy,Finfish and Shellfish Products
168149,sr_legacy,Finfish and Shellfish Products
168150,sr_legacy,Fruits and Fruit Juices
168151,sr_legacy,Fruits and Fruit Juices
168152,sr_legacy,Fruits and Fruit Juices
168153,sr_legacy,Fruits and Fruit Juices
168154,sr_legacy,Fruits and Fruit Juices
168155,sr_legacy,Fruits and Fruit Juices
168156,sr_legacy,Fruits and Fruit Juices
168157,sr_legacy,Fruits and Fruit Juices
168158,sr_legacy,Fruits and Fruit Juices
168159,sr_legacy,Fruits and Fruit Juices
168160,sr_legacy,Fruits and Fruit Juices
168161,sr_legacy,Fruits and Fruit Juices
168162,sr_legacy,Fruits and Fruit Juices
168163,sr_legacy,Fruits and Fruit Juices
168164,sr_legacy,Fruits and Fruit Juices
168165,sr_legacy,Fruits and Fruit Juices
168166,sr_legacy,Fruits and Fruit Juices
168167,sr_legacy,Fruits and Fruit Juices
168168,sr_legacy,Fruits and Fruit Juices
168169,sr_legacy,Fruits and Fruit Juices
168170,sr_legacy,Fruits and Fruit Juices
168171,sr_legacy,Fruits and Fruit Juices
168172,sr_legacy,Fruits and Fruit Juices
168173,sr_legacy,Fruits and Fruit Juices
168174,sr_legacy,Fruits and Fruit Juices
168175,sr_legacy,Fruits and Fruit Juices
168176,sr_legacy,Fruits and Fruit Juices
168177,sr_legacy,Fruits and Fruit Juices
168178,sr_legacy,Fruits and Fruit Juices
168179,sr_legacy,Fruits and Fruit Juices
168180,sr_legacy,Fruits and Fruit Juices
168181,sr_legacy,Fruits and Fruit Juices
168182,sr_legacy,Fruits and Fruit Juices
168183,sr_legacy,Fruits and Fruit Juices
168184,sr_legacy,Fruits and Fruit Juices
168185,sr_legacy,Fruits and Fruit Juices
168186,sr_legacy,Fruits and Fruit Juices
168187,sr_legacy,Fruits and Fruit Juices
168188,sr_legacy,Fruits and Fruit Juices
168189,sr_legacy,Fruits and Fruit Juices
168190,sr_legacy,Fruits and Fruit Juices
168191,sr_legacy,Fruits and Fruit Juices
168192,sr_legacy,Fruits and Fruit Juices
168193,sr_legacy,Fruits and Fruit Juices
168194,sr_legacy,Fruits and Fruit Juices
168195,sr_legacy,Fruits and Fruit Juices
168196,sr_legacy,Fruits and Fruit Juices
168197,sr_legacy,Fruits and Fruit Juices
168198,sr_legacy,Fruits and Fruit Juices
168199,sr_legacy,Fruits and Fruit Juices
168200,sr_legacy,Fruits and Fruit Juices
168201,sr_legacy,Fruits and Fruit Juices
168202,sr_legacy,Fruits and Fruit Juices
168203,sr_legacy,Fruits and Fruit Juices
168204,sr_legacy,Fruits and Fruit Juices
168205,sr_legacy,Fruits and Fruit Juices
168206,sr_legacy,Fruits and Fruit Juices
168207,sr_legacy,Fruits and Fruit Juices
168208,sr_legacy,Fruits and Fruit Juices
168209,sr_legacy,Fruits and Fruit Juices
168210,sr_legacy,Fruits and Fruit Juices
168211,sr_legacy,Fruits and Fruit Juices
168212,sr_legacy,Fruits and Fruit Juices
168213,sr_legacy,Fruits and Fruit Juices
168214,sr_legacy,Fruits and Fruit Juices
168215,sr_legacy,Fruits and Fruit Juices
168216,sr_legacy,Fruits and Fruit Juices
168217,sr_legacy,Fruits and Fruit Juices
168218,sr_legacy,Pork Products
168219,sr_legacy,Pork Products
168220,sr_legacy,Pork Products
168221,sr_legacy,Pork Products
168222,sr_legacy,Pork Products
168223,sr_legacy,Pork Products
168224,sr_legacy,Pork Products
168225,sr_legacy,Pork Products
168226,sr_legacy,Pork Products
168227,sr_legacy,Pork Products
168228,sr_legacy,Pork Products
168229,sr_legacy,Pork Products
168230,sr_legacy,Pork Products
168231,sr_legacy,Pork Products
168232,sr_legacy,Pork Products
168233,sr_legacy,Pork Products
168234,sr_legacy,Pork Products
168235,sr_legacy,Pork Products
168236,sr_legacy,Pork Products
168237,sr_legacy,Pork Products
168238,sr_legacy,Pork Products
168239,sr_legacy,Pork Products
168240,sr_legacy,Pork Products
168241,sr_legacy,Pork Products
168242,sr_legacy,Pork Products
168243,sr_legacy,Pork Products
168244,sr_legacy,Pork Products
168245,sr_legacy,Pork Products
168246,sr_legacy,Pork Products
168247,sr_legacy,Pork Products
